Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return,Return_Probability,Risk_Level
ORD00000133,PROD00000133,USER00000133,2024-03-04,,Home,85.28,2,No Return,Not Returned,0.0,20,Female,City70,Credit Card,Express,1.55,0,0.525875769572451,High
ORD00000134,PROD00000134,USER00000134,2023-01-25,2023-01-05,Books,18.83,1,Wrong item,Returned,-20.0,27,Male,City26,Gift Card,Standard,1.57,1,0.5217428697338072,High
ORD00000135,PROD00000135,USER00000135,2024-05-31,2023-07-16,Electronics,291.09,4,Changed mind,Returned,-320.0,19,Female,City14,Debit Card,Express,8.37,1,0.5252722456696819,High
ORD00000137,PROD00000137,USER00000137,2024-07-17,2024-01-13,Electronics,285.21,4,Not as described,Returned,-186.0,32,Male,City44,Debit Card,Next-Day,40.21,1,0.5169597272651618,High
ORD00000139,PROD00000139,USER00000139,2024-04-09,2023-10-13,Books,16.55,4,Changed mind,Returned,-179.0,21,Female,City32,Credit Card,Express,22.61,1,0.5326449626583787,High
ORD00000141,PROD00000141,USER00000141,2023-07-29,2024-05-13,Clothing,173.42,1,Wrong item,Returned,289.0,33,Female,City34,Gift Card,Express,26.04,1,0.5115879294397704,High
ORD00000143,PROD00000143,USER00000143,2023-01-01,,Electronics,219.56,1,No Return,Not Returned,0.0,24,Female,City11,Debit Card,Standard,1.05,0,0.5167640210100829,High
ORD00000149,PROD00000149,USER00000149,2024-10-15,,Toys,438.43,4,No Return,Not Returned,0.0,32,Male,City12,Credit Card,Express,26.75,0,0.5110363051222956,High
ORD00000150,PROD00000150,USER00000150,2024-09-01,2023-02-23,Books,402.79,2,Wrong item,Returned,-556.0,23,Female,City37,PayPal,Next-Day,2.22,1,0.5157417767220703,High
ORD00000152,PROD00000152,USER00000152,2024-07-19,,Home,255.92,1,No Return,Not Returned,0.0,18,Female,City81,Debit Card,Standard,33.02,0,0.5192139962294955,High
ORD00000153,PROD00000153,USER00000153,2024-10-20,2023-02-06,Clothing,444.83,1,Defective,Returned,-622.0,20,Female,City2,PayPal,Express,26.84,1,0.5142755813312412,High
ORD00000154,PROD00000154,USER00000154,2024-08-07,,Electronics,27.23,3,No Return,Not Returned,0.0,42,Male,City56,Credit Card,Express,49.27,0,0.5165423761954974,High
ORD00000156,PROD00000156,USER00000156,2024-02-01,,Home,469.69,5,No Return,Not Returned,0.0,28,Female,City26,Gift Card,Express,22.43,0,0.5146050667676935,High
ORD00000157,PROD00000157,USER00000157,2024-06-26,,Books,31.93,5,No Return,Not Returned,0.0,40,Male,City94,Debit Card,Standard,5.75,0,0.5219438555101112,High
ORD00000159,PROD00000159,USER00000159,2023-09-15,2024-08-25,Clothing,217.79,4,Defective,Returned,345.0,40,Male,City62,PayPal,Express,34.27,1,0.5120898985153878,High
ORD00000160,PROD00000160,USER00000160,2023-11-04,2024-09-28,Clothing,434.66,2,Not as described,Returned,329.0,19,Female,City81,Debit Card,Standard,49.39,1,0.5133914680718918,High
ORD00000162,PROD00000162,USER00000162,2024-07-06,2023-03-18,Toys,231.11,5,Changed mind,Returned,-476.0,40,Female,City6,Credit Card,Next-Day,21.38,1,0.517271305050673,High
ORD00000163,PROD00000163,USER00000163,2023-04-27,2024-09-14,Toys,291.43,4,Defective,Returned,506.0,22,Male,City73,PayPal,Express,8.13,1,0.5199520515480129,High
ORD00000164,PROD00000164,USER00000164,2024-06-02,2024-10-02,Electronics,128.65,1,Changed mind,Returned,122.0,37,Female,City62,Debit Card,Next-Day,1.9,1,0.5113460025729838,High
ORD00000168,PROD00000168,USER00000168,2023-09-01,,Toys,443.71,3,No Return,Not Returned,0.0,19,Female,City96,Credit Card,Express,46.28,0,0.5166432827207188,High
ORD00000169,PROD00000169,USER00000169,2024-03-19,2023-06-06,Books,458.16,5,Defective,Returned,-287.0,24,Female,City58,PayPal,Express,5.2,1,0.5186470034022652,High
ORD00000170,PROD00000170,USER00000170,2023-12-01,2024-05-09,Clothing,118.2,5,Changed mind,Returned,160.0,32,Male,City93,Gift Card,Standard,43.34,1,0.5232686983898791,High
ORD00000171,PROD00000171,USER00000171,2023-12-17,2024-07-02,Home,138.23,2,Wrong item,Returned,198.0,28,Female,City95,PayPal,Express,42.31,1,0.5183796952729477,High
ORD00000172,PROD00000172,USER00000172,2024-08-26,2024-11-14,Toys,47.05,3,Not as described,Returned,80.0,43,Female,City29,Gift Card,Express,45.62,1,0.5149289605892977,High
ORD00000173,PROD00000173,USER00000173,2023-06-05,2024-09-28,Toys,9.03,5,Not as described,Returned,481.0,39,Male,City35,Credit Card,Standard,37.1,1,0.5212980322568282,High
ORD00000175,PROD00000175,USER00000175,2024-09-10,2024-01-24,Clothing,381.39,1,Changed mind,Returned,-230.0,24,Female,City75,Debit Card,Next-Day,45.86,1,0.5123046906563419,High
ORD00000177,PROD00000177,USER00000177,2024-07-18,,Toys,326.97,4,No Return,Not Returned,0.0,26,Female,City61,PayPal,Next-Day,17.41,0,0.5184454621118713,High
ORD00000182,PROD00000182,USER00000182,2023-10-31,2024-09-25,Clothing,69.89,4,Wrong item,Returned,330.0,41,Male,City27,Credit Card,Express,32.4,1,0.516502471312559,High
ORD00000184,PROD00000184,USER00000184,2023-11-17,2023-06-17,Toys,191.81,4,Changed mind,Returned,-153.0,34,Female,City79,Debit Card,Express,7.94,1,0.5187293216255958,High
ORD00000185,PROD00000185,USER00000185,2023-12-20,,Books,488.64,4,No Return,Not Returned,0.0,25,Male,City100,Gift Card,Standard,17.8,0,0.5136352068929186,High
ORD00000192,PROD00000192,USER00000192,2024-09-23,,Clothing,178.98,4,No Return,Not Returned,0.0,27,Male,City43,Credit Card,Next-Day,21.41,0,0.5227940122886404,High
ORD00000194,PROD00000194,USER00000194,2024-01-08,2023-05-10,Clothing,136.22,2,Wrong item,Returned,-243.0,20,Female,City4,Credit Card,Express,25.96,1,0.5251920172192754,High
ORD00000195,PROD00000195,USER00000195,2023-07-14,,Home,182.01,4,No Return,Not Returned,0.0,24,Male,City14,PayPal,Next-Day,27.82,0,0.5245253157610323,High
ORD00000196,PROD00000196,USER00000196,2024-04-10,2023-05-26,Electronics,6.5,5,Wrong item,Returned,-320.0,51,Male,City74,Credit Card,Express,23.83,1,0.5174185687888507,High
ORD00000198,PROD00000198,USER00000198,2024-02-08,,Home,13.04,5,No Return,Not Returned,0.0,44,Female,City32,Credit Card,Next-Day,32.34,0,0.5201320246714136,High
ORD00000201,PROD00000201,USER00000201,2023-06-05,,Electronics,47.64,1,No Return,Not Returned,0.0,19,Male,City93,Gift Card,Next-Day,33.04,0,0.525581136845097,High
ORD00000204,PROD00000204,USER00000204,2023-04-25,2024-06-19,Clothing,362.81,5,Not as described,Returned,421.0,37,Male,City12,Gift Card,Express,21.11,1,0.5109097631212226,High
ORD00000206,PROD00000206,USER00000206,2024-08-27,,Toys,419.62,1,No Return,Not Returned,0.0,19,Male,City93,PayPal,Standard,40.75,0,0.5131124475287442,High
ORD00000218,PROD00000218,USER00000218,2023-11-22,,Clothing,221.05,2,No Return,Not Returned,0.0,29,Female,City21,PayPal,Express,18.29,0,0.5158248378049329,High
ORD00000220,PROD00000220,USER00000220,2023-11-09,2023-11-22,Clothing,128.35,3,Not as described,Returned,13.0,37,Male,City64,Gift Card,Standard,15.47,1,0.5161547183032867,High
ORD00000222,PROD00000222,USER00000222,2024-01-22,,Home,179.56,2,No Return,Not Returned,0.0,28,Female,City48,Credit Card,Express,45.92,0,0.5178277624815771,High
ORD00000224,PROD00000224,USER00000224,2023-03-31,2023-04-13,Home,170.03,3,Defective,Returned,13.0,21,Male,City74,PayPal,Standard,23.19,1,0.5245382117081144,High
ORD00000231,PROD00000231,USER00000231,2023-11-02,,Toys,185.67,5,No Return,Not Returned,0.0,33,Male,City36,PayPal,Standard,14.27,0,0.5210702773135515,High
ORD00000235,PROD00000235,USER00000235,2023-10-06,,Home,273.54,1,No Return,Not Returned,0.0,22,Female,City79,PayPal,Next-Day,12.52,0,0.5161770617466823,High
ORD00000238,PROD00000238,USER00000238,2024-06-17,2024-08-22,Toys,378.25,5,Changed mind,Returned,66.0,27,Male,City73,Debit Card,Standard,23.41,1,0.5180052550714264,High
ORD00000239,PROD00000239,USER00000239,2024-10-03,,Clothing,150.56,5,No Return,Not Returned,0.0,50,Male,City82,Gift Card,Standard,4.04,0,0.5118500753169503,High
ORD00000241,PROD00000241,USER00000241,2023-03-11,2024-04-30,Clothing,151.4,1,Changed mind,Returned,416.0,24,Male,City14,Debit Card,Express,39.16,1,0.5172975950598958,High
ORD00000242,PROD00000242,USER00000242,2024-02-22,2023-03-10,Clothing,89.8,5,Wrong item,Returned,-349.0,43,Female,City28,PayPal,Standard,7.86,1,0.5196396928987281,High
ORD00000243,PROD00000243,USER00000243,2024-01-26,2023-02-05,Clothing,246.71,3,Not as described,Returned,-355.0,18,Male,City47,Gift Card,Standard,1.18,1,0.5253504807961306,High
ORD00000244,PROD00000244,USER00000244,2024-08-13,2023-06-14,Toys,150.75,2,Changed mind,Returned,-426.0,24,Female,City29,Debit Card,Express,25.88,1,0.5230316583419674,High
ORD00000251,PROD00000251,USER00000251,2023-10-27,,Electronics,14.88,4,No Return,Not Returned,0.0,41,Male,City80,Credit Card,Standard,18.97,0,0.5197364336719724,High
ORD00000252,PROD00000252,USER00000252,2024-01-03,2024-04-26,Home,80.88,3,Not as described,Returned,114.0,35,Female,City46,PayPal,Next-Day,46.78,1,0.518544229702288,High
ORD00000256,PROD00000256,USER00000256,2024-08-27,,Clothing,80.4,4,No Return,Not Returned,0.0,50,Female,City79,Gift Card,Express,9.56,0,0.5120340059056288,High
ORD00000257,PROD00000257,USER00000257,2023-05-03,,Toys,46.83,5,No Return,Not Returned,0.0,27,Male,City65,Debit Card,Standard,17.12,0,0.5293838003620941,High
ORD00000258,PROD00000258,USER00000258,2024-07-24,,Books,121.7,2,No Return,Not Returned,0.0,25,Male,City56,Credit Card,Express,30.07,0,0.521601246130809,High
ORD00000262,PROD00000262,USER00000262,2023-05-13,2024-11-01,Clothing,48.49,2,Wrong item,Returned,538.0,27,Male,City77,Credit Card,Standard,48.7,1,0.5205677984282998,High
ORD00000264,PROD00000264,USER00000264,2023-05-22,,Books,223.1,5,No Return,Not Returned,0.0,25,Female,City78,Gift Card,Express,48.21,0,0.5247044727410433,High
ORD00000267,PROD00000267,USER00000267,2024-07-19,2023-09-28,Books,104.54,1,Changed mind,Returned,-295.0,33,Female,City23,Gift Card,Next-Day,10.73,1,0.5163590194371247,High
ORD00000271,PROD00000271,USER00000271,2024-09-25,2024-03-26,Clothing,282.89,1,Defective,Returned,-183.0,21,Female,City85,Debit Card,Standard,47.82,1,0.5172458917501705,High
ORD00000272,PROD00000272,USER00000272,2024-06-02,2023-12-29,Books,394.63,3,Not as described,Returned,-156.0,26,Female,City71,PayPal,Standard,1.41,1,0.514664572524371,High
ORD00000273,PROD00000273,USER00000273,2024-10-23,,Books,337.22,3,No Return,Not Returned,0.0,31,Female,City47,PayPal,Standard,6.54,0,0.5128739960884674,High
ORD00000274,PROD00000274,USER00000274,2024-01-19,2024-11-02,Electronics,392.03,5,Defective,Returned,288.0,21,Male,City29,Debit Card,Standard,2.16,1,0.5202770627844637,High
ORD00000275,PROD00000275,USER00000275,2024-05-26,,Home,210.46,3,No Return,Not Returned,0.0,26,Male,City26,Gift Card,Express,6.82,0,0.5201829522780542,High
ORD00000276,PROD00000276,USER00000276,2024-09-27,,Home,394.61,4,No Return,Not Returned,0.0,18,Female,City95,Gift Card,Express,22.17,0,0.5210689917047799,High
ORD00000278,PROD00000278,USER00000278,2023-06-06,2024-05-09,Books,161.86,3,Defective,Returned,338.0,39,Male,City12,Credit Card,Next-Day,26.28,1,0.5124378177394097,High
ORD00000279,PROD00000279,USER00000279,2024-06-07,2023-07-08,Home,418.05,5,Defective,Returned,-335.0,33,Female,City9,Gift Card,Standard,48.85,1,0.5146896441705879,High
ORD00000281,PROD00000281,USER00000281,2023-12-08,2023-07-11,Clothing,12.83,4,Defective,Returned,-150.0,40,Female,City69,Credit Card,Express,15.24,1,0.5210478479826047,High
ORD00000285,PROD00000285,USER00000285,2024-12-26,2023-09-01,Clothing,119.65,3,Wrong item,Returned,-482.0,40,Male,City62,Gift Card,Next-Day,19.25,1,0.5166964571446686,High
ORD00000288,PROD00000288,USER00000288,2023-02-09,2024-01-03,Books,338.15,5,Wrong item,Returned,328.0,29,Female,City99,PayPal,Next-Day,1.29,1,0.5170233616382918,High
ORD00000289,PROD00000289,USER00000289,2024-04-16,2024-03-12,Home,433.58,5,Not as described,Returned,-35.0,30,Male,City76,Gift Card,Next-Day,17.84,1,0.514740196365904,High
ORD00000290,PROD00000290,USER00000290,2024-01-23,,Home,431.36,5,No Return,Not Returned,0.0,29,Female,City12,Debit Card,Express,40.2,0,0.515278966956268,High
ORD00000294,PROD00000294,USER00000294,2023-05-31,2023-05-20,Electronics,418.25,2,Not as described,Returned,-11.0,22,Male,City55,PayPal,Standard,11.96,1,0.5135389677877841,High
ORD00000300,PROD00000300,USER00000300,2023-10-29,,Clothing,296.53,1,No Return,Not Returned,0.0,24,Female,City22,Debit Card,Express,21.71,0,0.5141824801657661,High
ORD00000308,PROD00000308,USER00000308,2024-06-09,,Clothing,271.7,4,No Return,Not Returned,0.0,39,Female,City25,Credit Card,Standard,46.8,0,0.5123468827689435,High
ORD00000310,PROD00000310,USER00000310,2023-01-16,2023-05-26,Clothing,365.89,5,Not as described,Returned,130.0,27,Male,City43,Credit Card,Standard,26.27,1,0.5181501574606759,High
ORD00000311,PROD00000311,USER00000311,2024-10-24,,Home,138.37,5,No Return,Not Returned,0.0,39,Female,City34,PayPal,Express,33.19,0,0.5189877473544534,High
ORD00000312,PROD00000312,USER00000312,2023-01-04,,Home,67.17,3,No Return,Not Returned,0.0,39,Male,City30,Debit Card,Next-Day,30.12,0,0.5170378722435739,High
ORD00000315,PROD00000315,USER00000315,2024-09-16,2023-05-31,Clothing,191.95,2,Changed mind,Returned,-474.0,41,Female,City77,Gift Card,Standard,42.02,1,0.511456022972075,High
ORD00000317,PROD00000317,USER00000317,2023-05-15,,Clothing,68.22,3,No Return,Not Returned,0.0,28,Male,City30,Credit Card,Standard,21.09,0,0.5237267352705927,High
ORD00000318,PROD00000318,USER00000318,2024-10-28,2024-01-11,Electronics,160.79,3,Defective,Returned,-291.0,46,Female,City99,Gift Card,Express,47.81,1,0.5108406486583768,High
ORD00000325,PROD00000325,USER00000325,2024-12-03,,Home,88.69,1,No Return,Not Returned,0.0,27,Male,City47,Debit Card,Next-Day,47.58,0,0.5193173151754774,High
ORD00000327,PROD00000327,USER00000327,2024-05-12,,Home,151.35,3,No Return,Not Returned,0.0,33,Female,City33,PayPal,Next-Day,7.88,0,0.517884590323408,High
ORD00000328,PROD00000328,USER00000328,2024-05-23,,Toys,20.94,3,No Return,Not Returned,0.0,23,Male,City95,PayPal,Standard,1.98,0,0.5283628842746445,High
ORD00000329,PROD00000329,USER00000329,2023-06-06,,Home,233.12,4,No Return,Not Returned,0.0,28,Female,City21,Credit Card,Next-Day,14.78,0,0.520368662501782,High
ORD00000331,PROD00000331,USER00000331,2023-12-20,,Home,342.22,5,No Return,Not Returned,0.0,29,Female,City100,Gift Card,Next-Day,13.27,0,0.5182681801771175,High
ORD00000333,PROD00000333,USER00000333,2023-04-03,,Books,109.47,3,No Return,Not Returned,0.0,47,Female,City86,PayPal,Express,19.17,0,0.510724304487253,High
ORD00000335,PROD00000335,USER00000335,2023-03-16,2024-09-06,Clothing,45.39,5,Defective,Returned,540.0,45,Male,City99,Gift Card,Express,7.2,1,0.516162025436104,High
ORD00000338,PROD00000338,USER00000338,2024-06-21,,Toys,118.16,2,No Return,Not Returned,0.0,40,Female,City53,PayPal,Next-Day,44.98,0,0.5125463450488178,High
ORD00000341,PROD00000341,USER00000341,2023-05-20,2024-03-14,Books,392.99,1,Changed mind,Returned,299.0,23,Male,City32,PayPal,Next-Day,35.48,1,0.5102980672756221,High
ORD00000344,PROD00000344,USER00000344,2024-06-08,,Electronics,463.78,4,No Return,Not Returned,0.0,22,Female,City80,Debit Card,Next-Day,24.07,0,0.5163043138173237,High
ORD00000345,PROD00000345,USER00000345,2024-08-13,,Toys,414.45,4,No Return,Not Returned,0.0,31,Female,City80,Gift Card,Express,15.55,0,0.5124528782279628,High
ORD00000347,PROD00000347,USER00000347,2024-06-11,,Books,56.53,5,No Return,Not Returned,0.0,22,Male,City96,Gift Card,Next-Day,23.67,0,0.5321093233726205,High
ORD00000348,PROD00000348,USER00000348,2024-08-01,,Clothing,188.68,4,No Return,Not Returned,0.0,18,Female,City23,Credit Card,Next-Day,22.89,0,0.5279656987028676,High
ORD00000351,PROD00000351,USER00000351,2023-09-11,,Books,311.11,5,No Return,Not Returned,0.0,42,Female,City67,Credit Card,Next-Day,29.12,0,0.5113588228002176,High
ORD00000354,PROD00000354,USER00000354,2023-03-31,,Toys,209.24,5,No Return,Not Returned,0.0,49,Male,City6,Gift Card,Express,36.6,0,0.510493065184427,High
ORD00000355,PROD00000355,USER00000355,2024-06-15,,Books,31.0,2,No Return,Not Returned,0.0,37,Female,City99,Credit Card,Express,22.35,0,0.517305095564442,High
ORD00000356,PROD00000356,USER00000356,2024-04-26,2023-12-03,Home,74.01,2,Wrong item,Returned,-145.0,30,Female,City20,Debit Card,Next-Day,11.26,1,0.5207536778833878,High
ORD00000358,PROD00000358,USER00000358,2023-01-02,2024-11-24,Books,253.18,2,Defective,Returned,692.0,31,Female,City34,Debit Card,Standard,45.08,1,0.5106074513808646,High
ORD00000361,PROD00000361,USER00000361,2023-12-13,2023-03-16,Home,89.5,3,Changed mind,Returned,-272.0,37,Male,City70,Gift Card,Next-Day,41.9,1,0.5186576400927195,High
ORD00000362,PROD00000362,USER00000362,2023-12-12,,Toys,61.87,2,No Return,Not Returned,0.0,37,Female,City89,Debit Card,Standard,24.79,0,0.5162699028039117,High
ORD00000363,PROD00000363,USER00000363,2023-05-30,2023-11-01,Home,220.9,4,Defective,Returned,155.0,25,Female,City59,PayPal,Express,9.67,1,0.5219594104149875,High
ORD00000365,PROD00000365,USER00000365,2023-03-04,2024-04-19,Electronics,39.41,1,Not as described,Returned,412.0,19,Female,City64,Gift Card,Standard,12.1,1,0.5241238491420804,High
ORD00000366,PROD00000366,USER00000366,2023-02-05,,Toys,194.2,5,No Return,Not Returned,0.0,49,Male,City87,PayPal,Express,28.59,0,0.5109977517826382,High
ORD00000368,PROD00000368,USER00000368,2023-08-20,,Home,142.42,2,No Return,Not Returned,0.0,30,Female,City41,Credit Card,Standard,37.16,0,0.5178499820263114,High
ORD00000370,PROD00000370,USER00000370,2024-04-20,,Electronics,153.92,1,No Return,Not Returned,0.0,27,Female,City36,Credit Card,Standard,34.06,0,0.5171303394224924,High
